Username,Chapter.ID,factId,exam.Q,multiple_choice,reps.study,PC.study,final.alpha,studied,correct.exam
anon-113,_123_1,_2999_1,Q18,TRUE,NA,NA,NA,Not studied,TRUE
anon-113,_122_1,_2991_1,Q18,FALSE,9,0.7777777777777778,0.2988281250000001,Studied,TRUE
anon-113,_112_1,_2744_1,Q2,FALSE,13,0.7692307692307693,0.26132812500000013,Studied,TRUE
anon-113,_113_1,_2771_1,Q2,TRUE,5,1,0.15117187499999998,Studied,TRUE
anon-113,_124_1,_3019_1,Q22,FALSE,4,1,0.25078124999999996,Studied,TRUE
anon-113,_125_1,_3034_1,Q22,TRUE,NA,NA,NA,Not studied,TRUE
anon-113,_124_1,_3007_1,Q23,FALSE,9,0.7777777777777778,0.34492187499999993,Studied,TRUE
anon-113,_125_1,_3022_1,Q23,TRUE,NA,NA,NA,Not studied,TRUE
anon-113,_126_1,_3044_1,Q26,FALSE,8,0.75,0.28125,Studied,FALSE
anon-113,_127_1,_3074_1,Q26,TRUE,NA,NA,NA,Not studied,FALSE
anon-113,_128_1,_3104_1,Q30,FALSE,10,0.8,0.3046875,Studied,FALSE
anon-113,_129_1,_3126_1,Q30,TRUE,NA,NA,NA,Not studied,FALSE
anon-113,_128_1,_3097_1,Q31,FALSE,4,1,0.27578125,Studied,FALSE
anon-113,_129_1,_3118_1,Q31,TRUE,NA,NA,NA,Not studied,FALSE
anon-114,_118_1,_2880_1,Q11,FALSE,NA,NA,NA,Not studied,TRUE
anon-114,_119_1,_2904_1,Q11,TRUE,NA,NA,NA,Not studied,TRUE
anon-114,_120_1,_2926_1,Q15,FALSE,NA,NA,NA,Not studied,TRUE
anon-114,_121_1,_2960_1,Q15,TRUE,NA,NA,NA,Not studied,TRUE
anon-114,_120_1,_2929_1,Q16,FALSE,NA,NA,NA,Not studied,TRUE
anon-114,_121_1,_2963_1,Q16,TRUE,NA,NA,NA,Not studied,TRUE
anon-114,_123_1,_2999_1,Q18,TRUE,NA,NA,NA,Not studied,TRUE
anon-114,_122_1,_2991_1,Q18,FALSE,NA,NA,NA,Not studied,TRUE
anon-114,_112_1,_2744_1,Q2,FALSE,10,0.8,0.2046875000000001,Studied,TRUE
anon-114,_113_1,_2771_1,Q2,TRUE,NA,NA,NA,Not studied,TRUE
anon-114,_124_1,_3019_1,Q22,FALSE,NA,NA,NA,Not studied,TRUE
anon-114,_125_1,_3034_1,Q22,TRUE,NA,NA,NA,Not studied,TRUE
anon-114,_124_1,_3007_1,Q23,FALSE,NA,NA,NA,Not studied,TRUE
anon-114,_125_1,_3022_1,Q23,TRUE,NA,NA,NA,Not studied,TRUE
anon-114,_126_1,_3044_1,Q26,FALSE,NA,NA,NA,Not studied,TRUE
anon-114,_127_1,_3074_1,Q26,TRUE,NA,NA,NA,Not studied,TRUE
anon-114,_128_1,_3104_1,Q30,FALSE,NA,NA,NA,Not studied,TRUE
anon-114,_129_1,_3126_1,Q30,TRUE,NA,NA,NA,Not studied,TRUE
anon-114,_128_1,_3097_1,Q31,FALSE,NA,NA,NA,Not studied,TRUE
anon-114,_129_1,_3118_1,Q31,TRUE,NA,NA,NA,Not studied,TRUE
anon-115,_118_1,_2880_1,Q11,FALSE,19,0.9473684210526315,0.22382812500000024,Studied,TRUE
anon-115,_119_1,_2904_1,Q11,TRUE,NA,NA,NA,Not studied,TRUE
anon-115,_120_1,_2926_1,Q15,FALSE,13,0.7692307692307693,0.280859375,Studied,TRUE
anon-115,_121_1,_2960_1,Q15,TRUE,NA,NA,NA,Not studied,TRUE
anon-115,_120_1,_2929_1,Q16,FALSE,15,0.9333333333333333,0.29960937499999996,Studied,TRUE
anon-115,_121_1,_2963_1,Q16,TRUE,NA,NA,NA,Not studied,TRUE
anon-115,_123_1,_2999_1,Q18,TRUE,NA,NA,NA,Not studied,TRUE
anon-115,_122_1,_2991_1,Q18,FALSE,5,0.6,0.174609375,Studied,TRUE
anon-115,_112_1,_2744_1,Q2,FALSE,58,0.9655172413793104,0.4789062500000002,Studied,TRUE
anon-115,_113_1,_2771_1,Q2,TRUE,8,1,0.30000000000000004,Studied,TRUE
anon-115,_124_1,_3019_1,Q22,FALSE,NA,NA,NA,Not studied,FALSE
anon-115,_125_1,_3034_1,Q22,TRUE,NA,NA,NA,Not studied,FALSE
anon-115,_124_1,_3007_1,Q23,FALSE,4,0.5,0.20312499999999997,Studied,FALSE
anon-115,_125_1,_3022_1,Q23,TRUE,NA,NA,NA,Not studied,FALSE
anon-115,_126_1,_3044_1,Q26,FALSE,24,0.625,0.4453125000000002,Studied,FALSE
anon-115,_127_1,_3074_1,Q26,TRUE,NA,NA,NA,Not studied,FALSE
anon-115,_128_1,_3104_1,Q30,FALSE,NA,NA,NA,Not studied,FALSE
anon-115,_129_1,_3126_1,Q30,TRUE,NA,NA,NA,Not studied,FALSE
anon-115,_128_1,_3097_1,Q31,FALSE,NA,NA,NA,Not studied,FALSE
anon-115,_129_1,_3118_1,Q31,TRUE,NA,NA,NA,Not studied,FALSE
anon-116,_118_1,_2880_1,Q11,FALSE,10,1,0.0945312500000001,Studied,TRUE
anon-116,_119_1,_2904_1,Q11,TRUE,NA,NA,NA,Not studied,TRUE
anon-116,_120_1,_2926_1,Q15,FALSE,17,0.6470588235294118,0.2058593750000001,Studied,TRUE
anon-116,_121_1,_2960_1,Q15,TRUE,NA,NA,NA,Not studied,TRUE
anon-116,_120_1,_2929_1,Q16,FALSE,9,0.6666666666666666,0.169921875,Studied,TRUE
anon-116,_121_1,_2963_1,Q16,TRUE,NA,NA,NA,Not studied,TRUE
anon-116,_123_1,_2999_1,Q18,TRUE,NA,NA,NA,Not studied,TRUE
anon-116,_122_1,_2991_1,Q18,FALSE,9,1,0.10273437499999999,Studied,TRUE
anon-116,_112_1,_2744_1,Q2,FALSE,21,0.8095238095238095,0.21289062500000006,Studied,TRUE
anon-116,_113_1,_2771_1,Q2,TRUE,NA,NA,NA,Not studied,TRUE
anon-116,_124_1,_3019_1,Q22,FALSE,17,0.8235294117647058,0.21445312500000005,Studied,TRUE
anon-116,_125_1,_3034_1,Q22,TRUE,NA,NA,NA,Not studied,TRUE
anon-116,_124_1,_3007_1,Q23,FALSE,9,0.8888888888888888,0.15195312500000008,Studied,TRUE
anon-116,_125_1,_3022_1,Q23,TRUE,NA,NA,NA,Not studied,TRUE
anon-116,_126_1,_3044_1,Q26,FALSE,17,0.8235294117647058,0.18476562500000018,Studied,TRUE
anon-116,_127_1,_3074_1,Q26,TRUE,5,1,0.2503906250000001,Studied,TRUE
anon-116,_128_1,_3104_1,Q30,FALSE,10,1,0.23828125000000008,Studied,TRUE
anon-116,_129_1,_3126_1,Q30,TRUE,5,1,0.15898437499999998,Studied,TRUE
anon-116,_128_1,_3097_1,Q31,FALSE,3,0.6666666666666666,0.250390625,Studied,TRUE
anon-116,_129_1,_3118_1,Q31,TRUE,22,0.8636363636363636,0.36171875,Studied,TRUE
anon-118,_118_1,_2880_1,Q11,FALSE,NA,NA,NA,Not studied,TRUE
anon-118,_119_1,_2904_1,Q11,TRUE,4,1,0.20078125,Studied,TRUE
anon-118,_120_1,_2926_1,Q15,FALSE,NA,NA,NA,Not studied,TRUE
anon-118,_121_1,_2960_1,Q15,TRUE,8,1,0.5218749999999999,Studied,TRUE
anon-118,_120_1,_2929_1,Q16,FALSE,NA,NA,NA,Not studied,FALSE
anon-118,_121_1,_2963_1,Q16,TRUE,NA,NA,NA,Not studied,FALSE
anon-118,_123_1,_2999_1,Q18,TRUE,NA,NA,NA,Not studied,TRUE
anon-118,_122_1,_2991_1,Q18,FALSE,NA,NA,NA,Not studied,TRUE
anon-118,_112_1,_2744_1,Q2,FALSE,NA,NA,NA,Not studied,FALSE
anon-118,_113_1,_2771_1,Q2,TRUE,5,1,0.3558593750000001,Studied,FALSE
anon-118,_124_1,_3019_1,Q22,FALSE,NA,NA,NA,Not studied,TRUE
anon-118,_125_1,_3034_1,Q22,TRUE,NA,NA,NA,Not studied,TRUE
anon-118,_124_1,_3007_1,Q23,FALSE,NA,NA,NA,Not studied,FALSE
anon-118,_125_1,_3022_1,Q23,TRUE,NA,NA,NA,Not studied,FALSE
anon-118,_126_1,_3044_1,Q26,FALSE,NA,NA,NA,Not studied,FALSE
anon-118,_127_1,_3074_1,Q26,TRUE,NA,NA,NA,Not studied,FALSE
anon-118,_128_1,_3104_1,Q30,FALSE,NA,NA,NA,Not studied,TRUE
anon-118,_129_1,_3126_1,Q30,TRUE,NA,NA,NA,Not studied,TRUE
anon-118,_128_1,_3097_1,Q31,FALSE,NA,NA,NA,Not studied,FALSE
anon-118,_129_1,_3118_1,Q31,TRUE,NA,NA,NA,Not studied,FALSE
anon-119,_118_1,_2880_1,Q11,FALSE,7,1,0.187890625,Studied,TRUE
anon-119,_119_1,_2904_1,Q11,TRUE,NA,NA,NA,Not studied,TRUE
anon-119,_120_1,_2926_1,Q15,FALSE,18,0.8333333333333334,0.26796875,Studied,TRUE
anon-119,_121_1,_2960_1,Q15,TRUE,NA,NA,NA,Not studied,TRUE
anon-119,_120_1,_2929_1,Q16,FALSE,6,1,0.17578125,Studied,TRUE
anon-119,_121_1,_2963_1,Q16,TRUE,NA,NA,NA,Not studied,TRUE
anon-119,_123_1,_2999_1,Q18,TRUE,NA,NA,NA,Not studied,TRUE
anon-119,_122_1,_2991_1,Q18,FALSE,7,0.7142857142857143,0.16835937500000003,Studied,TRUE
anon-119,_112_1,_2744_1,Q2,FALSE,14,0.8571428571428571,0.16171874999999994,Studied,TRUE
anon-119,_113_1,_2771_1,Q2,TRUE,NA,NA,NA,Not studied,TRUE
anon-119,_124_1,_3019_1,Q22,FALSE,34,0.8529411764705882,0.3562500000000002,Studied,TRUE
anon-119,_125_1,_3034_1,Q22,TRUE,NA,NA,NA,Not studied,TRUE
anon-119,_124_1,_3007_1,Q23,FALSE,17,0.9411764705882353,0.12148437500000006,Studied,TRUE
anon-119,_125_1,_3022_1,Q23,TRUE,NA,NA,NA,Not studied,TRUE
anon-119,_126_1,_3044_1,Q26,FALSE,9,0.8888888888888888,0.1707031250000001,Studied,TRUE
anon-119,_127_1,_3074_1,Q26,TRUE,NA,NA,NA,Not studied,TRUE
anon-119,_128_1,_3104_1,Q30,FALSE,6,0.8333333333333334,0.20312500000000008,Studied,TRUE
anon-119,_129_1,_3126_1,Q30,TRUE,2,1,0.3,Studied,TRUE
anon-119,_128_1,_3097_1,Q31,FALSE,4,0.5,0.20078125,Studied,FALSE
anon-119,_129_1,_3118_1,Q31,TRUE,3,1,0.250390625,Studied,FALSE
anon-120,_118_1,_2880_1,Q11,FALSE,9,0.7777777777777778,0.19492187500000016,Studied,FALSE
anon-120,_119_1,_2904_1,Q11,TRUE,4,1,0.20078125,Studied,FALSE
anon-120,_120_1,_2926_1,Q15,FALSE,33,0.8181818181818182,0.4558593750000003,Studied,FALSE
anon-120,_121_1,_2960_1,Q15,TRUE,NA,NA,NA,Not studied,FALSE
anon-120,_120_1,_2929_1,Q16,FALSE,15,0.9333333333333333,0.31757812500000004,Studied,TRUE
anon-120,_121_1,_2963_1,Q16,TRUE,NA,NA,NA,Not studied,TRUE
anon-120,_123_1,_2999_1,Q18,TRUE,NA,NA,NA,Not studied,TRUE
anon-120,_122_1,_2991_1,Q18,FALSE,9,0.4444444444444444,0.49492187499999996,Studied,TRUE
anon-120,_112_1,_2744_1,Q2,FALSE,36,0.8055555555555556,0.2625000000000002,Studied,TRUE
anon-120,_113_1,_2771_1,Q2,TRUE,7,0.8571428571428571,0.15117187499999998,Studied,TRUE
anon-120,_124_1,_3019_1,Q22,FALSE,9,0.6666666666666666,0.38164062499999996,Studied,FALSE
anon-120,_125_1,_3034_1,Q22,TRUE,NA,NA,NA,Not studied,FALSE
anon-120,_124_1,_3007_1,Q23,FALSE,11,0.8181818181818182,0.2972656250000001,Studied,TRUE
anon-120,_125_1,_3022_1,Q23,TRUE,NA,NA,NA,Not studied,TRUE
anon-120,_126_1,_3044_1,Q26,FALSE,14,0.7142857142857143,0.31875,Studied,TRUE
anon-120,_127_1,_3074_1,Q26,TRUE,NA,NA,NA,Not studied,TRUE
anon-120,_128_1,_3104_1,Q30,FALSE,10,0.7,0.27265624999999993,Studied,TRUE
anon-120,_129_1,_3126_1,Q30,TRUE,NA,NA,NA,Not studied,TRUE
anon-120,_128_1,_3097_1,Q31,FALSE,8,0.75,0.2992187500000001,Studied,FALSE
anon-120,_129_1,_3118_1,Q31,TRUE,NA,NA,NA,Not studied,FALSE
anon-121,_118_1,_2880_1,Q11,FALSE,20,0.95,0.1375000000000001,Studied,TRUE
anon-121,_119_1,_2904_1,Q11,TRUE,NA,NA,NA,Not studied,TRUE
anon-121,_120_1,_2926_1,Q15,FALSE,21,0.7142857142857143,0.29179687499999984,Studied,TRUE
anon-121,_121_1,_2960_1,Q15,TRUE,NA,NA,NA,Not studied,TRUE
anon-121,_120_1,_2929_1,Q16,FALSE,14,0.9285714285714286,0.20625000000000002,Studied,TRUE
anon-121,_121_1,_2963_1,Q16,TRUE,NA,NA,NA,Not studied,TRUE
anon-121,_123_1,_2999_1,Q18,TRUE,NA,NA,NA,Not studied,TRUE
anon-121,_122_1,_2991_1,Q18,FALSE,20,0.75,0.3031250000000001,Studied,TRUE
anon-121,_112_1,_2744_1,Q2,FALSE,12,0.8333333333333334,0.20546875,Studied,TRUE
anon-121,_113_1,_2771_1,Q2,TRUE,2,1,0.3,Studied,TRUE
anon-121,_124_1,_3019_1,Q22,FALSE,30,0.6666666666666666,0.33125000000000016,Studied,TRUE
anon-121,_125_1,_3034_1,Q22,TRUE,NA,NA,NA,Not studied,TRUE
anon-121,_124_1,_3007_1,Q23,FALSE,17,0.8823529411764706,0.26054687500000007,Studied,TRUE
anon-121,_125_1,_3022_1,Q23,TRUE,NA,NA,NA,Not studied,TRUE
anon-121,_126_1,_3044_1,Q26,FALSE,8,0.875,0.17499999999999996,Studied,TRUE
anon-121,_127_1,_3074_1,Q26,TRUE,NA,NA,NA,Not studied,TRUE
anon-121,_128_1,_3104_1,Q30,FALSE,8,1,0.16406249999999997,Studied,TRUE
anon-121,_129_1,_3126_1,Q30,TRUE,NA,NA,NA,Not studied,TRUE
anon-121,_128_1,_3097_1,Q31,FALSE,10,0.7,0.21953125000000007,Studied,TRUE
anon-121,_129_1,_3118_1,Q31,TRUE,NA,NA,NA,Not studied,TRUE
anon-122,_118_1,_2880_1,Q11,FALSE,7,0.8571428571428571,0.15117187499999998,Studied,TRUE
anon-122,_119_1,_2904_1,Q11,TRUE,5,1,0.251953125,Studied,TRUE
anon-122,_120_1,_2926_1,Q15,FALSE,16,0.875,0.44609374999999973,Studied,FALSE
anon-122,_121_1,_2960_1,Q15,TRUE,16,1,0.42031249999999987,Studied,FALSE
anon-122,_120_1,_2929_1,Q16,FALSE,4,1,0.20078125,Studied,TRUE
anon-122,_121_1,_2963_1,Q16,TRUE,7,1,0.251953125,Studied,TRUE
anon-122,_123_1,_2999_1,Q18,TRUE,NA,NA,NA,Not studied,FALSE
anon-122,_122_1,_2991_1,Q18,FALSE,5,1,0.23710937499999996,Studied,FALSE
anon-122,_112_1,_2744_1,Q2,FALSE,12,0.9166666666666666,0.11249999999999999,Studied,TRUE
anon-122,_113_1,_2771_1,Q2,TRUE,3,1,0.275390625,Studied,TRUE
anon-122,_124_1,_3019_1,Q22,FALSE,3,0.6666666666666666,0.29960937499999996,Studied,FALSE
anon-122,_125_1,_3034_1,Q22,TRUE,NA,NA,NA,Not studied,FALSE
anon-122,_124_1,_3007_1,Q23,FALSE,4,1,0.22500000000000006,Studied,TRUE
anon-122,_125_1,_3022_1,Q23,TRUE,NA,NA,NA,Not studied,TRUE
anon-122,_126_1,_3044_1,Q26,FALSE,9,0.7777777777777778,0.3222656250000001,Studied,TRUE
anon-122,_127_1,_3074_1,Q26,TRUE,12,1,0.37968749999999984,Studied,TRUE
anon-122,_128_1,_3104_1,Q30,FALSE,11,0.9090909090909091,0.33867187500000007,Studied,TRUE
anon-122,_129_1,_3126_1,Q30,TRUE,NA,NA,NA,Not studied,TRUE
anon-122,_128_1,_3097_1,Q31,FALSE,3,0.6666666666666666,0.250390625,Studied,FALSE
anon-122,_129_1,_3118_1,Q31,TRUE,NA,NA,NA,Not studied,FALSE
anon-123,_118_1,_2880_1,Q11,FALSE,5,1,0.15117187499999998,Studied,TRUE
anon-123,_119_1,_2904_1,Q11,TRUE,NA,NA,NA,Not studied,TRUE
anon-123,_120_1,_2926_1,Q15,FALSE,10,0.6,0.23125000000000012,Studied,TRUE
anon-123,_121_1,_2960_1,Q15,TRUE,NA,NA,NA,Not studied,TRUE
anon-123,_120_1,_2929_1,Q16,FALSE,8,1,0.18593750000000012,Studied,TRUE
anon-123,_121_1,_2963_1,Q16,TRUE,NA,NA,NA,Not studied,TRUE
anon-123,_123_1,_2999_1,Q18,TRUE,NA,NA,NA,Not studied,TRUE
anon-123,_122_1,_2991_1,Q18,FALSE,17,0.8823529411764706,0.125390625,Studied,TRUE
anon-123,_112_1,_2744_1,Q2,FALSE,9,1,0.1261718750000001,Studied,TRUE
anon-123,_113_1,_2771_1,Q2,TRUE,NA,NA,NA,Not studied,TRUE
anon-123,_124_1,_3019_1,Q22,FALSE,16,0.6875,0.13359374999999998,Studied,TRUE
anon-123,_125_1,_3034_1,Q22,TRUE,NA,NA,NA,Not studied,TRUE
anon-123,_124_1,_3007_1,Q23,FALSE,14,0.8571428571428571,0.17968750000000008,Studied,TRUE
anon-123,_125_1,_3022_1,Q23,TRUE,NA,NA,NA,Not studied,TRUE
anon-123,_126_1,_3044_1,Q26,FALSE,6,0.6666666666666666,0.175,Studied,TRUE
anon-123,_127_1,_3074_1,Q26,TRUE,NA,NA,NA,Not studied,TRUE
anon-123,_128_1,_3104_1,Q30,FALSE,8,0.25,0.2515625,Studied,TRUE
anon-123,_129_1,_3126_1,Q30,TRUE,NA,NA,NA,Not studied,TRUE
anon-123,_128_1,_3097_1,Q31,FALSE,5,0.4,0.427734375,Studied,TRUE
anon-123,_129_1,_3118_1,Q31,TRUE,NA,NA,NA,Not studied,TRUE
anon-124,_118_1,_2880_1,Q11,FALSE,5,1,0.250390625,Studied,TRUE
anon-124,_119_1,_2904_1,Q11,TRUE,NA,NA,NA,Not studied,TRUE
anon-124,_120_1,_2926_1,Q15,FALSE,7,0.7142857142857143,0.29960937500000007,Studied,FALSE
anon-124,_121_1,_2960_1,Q15,TRUE,NA,NA,NA,Not studied,FALSE
anon-124,_120_1,_2929_1,Q16,FALSE,5,0.8,0.25117187500000004,Studied,TRUE
anon-124,_121_1,_2963_1,Q16,TRUE,NA,NA,NA,Not studied,TRUE
anon-124,_123_1,_2999_1,Q18,TRUE,NA,NA,NA,Not studied,TRUE
anon-124,_122_1,_2991_1,Q18,FALSE,3,1,0.287109375,Studied,TRUE
anon-124,_112_1,_2744_1,Q2,FALSE,3,1,0.250390625,Studied,FALSE
anon-124,_113_1,_2771_1,Q2,TRUE,2,1,0.3,Studied,FALSE
anon-124,_124_1,_3019_1,Q22,FALSE,3,0.6666666666666666,0.250390625,Studied,TRUE
anon-124,_125_1,_3034_1,Q22,TRUE,NA,NA,NA,Not studied,TRUE
anon-124,_124_1,_3007_1,Q23,FALSE,4,1,0.20078125,Studied,TRUE
anon-124,_125_1,_3022_1,Q23,TRUE,NA,NA,NA,Not studied,TRUE
anon-124,_126_1,_3044_1,Q26,FALSE,4,0.75,0.20078125,Studied,TRUE
anon-124,_127_1,_3074_1,Q26,TRUE,NA,NA,NA,Not studied,TRUE
anon-124,_128_1,_3104_1,Q30,FALSE,3,1,0.250390625,Studied,TRUE
anon-124,_129_1,_3126_1,Q30,TRUE,NA,NA,NA,Not studied,TRUE
anon-124,_128_1,_3097_1,Q31,FALSE,3,0.6666666666666666,0.250390625,Studied,FALSE
anon-124,_129_1,_3118_1,Q31,TRUE,NA,NA,NA,Not studied,FALSE
anon-125,_118_1,_2880_1,Q11,FALSE,7,1,0.10195312499999998,Studied,TRUE
anon-125,_119_1,_2904_1,Q11,TRUE,NA,NA,NA,Not studied,TRUE
anon-125,_120_1,_2926_1,Q15,FALSE,11,0.6363636363636364,0.192578125,Studied,TRUE
anon-125,_121_1,_2960_1,Q15,TRUE,NA,NA,NA,Not studied,TRUE
anon-125,_120_1,_2929_1,Q16,FALSE,14,0.6428571428571429,0.2265625000000002,Studied,TRUE
anon-125,_121_1,_2963_1,Q16,TRUE,NA,NA,NA,Not studied,TRUE
anon-125,_123_1,_2999_1,Q18,TRUE,NA,NA,NA,Not studied,TRUE
anon-125,_122_1,_2991_1,Q18,FALSE,5,0.8,0.15117187499999998,Studied,TRUE
anon-125,_112_1,_2744_1,Q2,FALSE,29,0.8620689655172413,0.08085937500000023,Studied,FALSE
anon-125,_113_1,_2771_1,Q2,TRUE,3,1,0.262109375,Studied,FALSE
anon-125,_124_1,_3019_1,Q22,FALSE,12,0.5833333333333334,0.23125000000000015,Studied,TRUE
anon-125,_125_1,_3034_1,Q22,TRUE,NA,NA,NA,Not studied,TRUE
anon-125,_124_1,_3007_1,Q23,FALSE,6,1,0.1515625,Studied,TRUE
anon-125,_125_1,_3022_1,Q23,TRUE,2,1,0.3,Studied,TRUE
anon-125,_126_1,_3044_1,Q26,FALSE,15,0.6666666666666666,0.21523437500000003,Studied,TRUE
anon-125,_127_1,_3074_1,Q26,TRUE,NA,NA,NA,Not studied,TRUE
anon-125,_128_1,_3104_1,Q30,FALSE,8,0.75,0.15078124999999995,Studied,TRUE
anon-125,_129_1,_3126_1,Q30,TRUE,NA,NA,NA,Not studied,TRUE
anon-125,_128_1,_3097_1,Q31,FALSE,8,0.625,0.20156250000000012,Studied,TRUE
anon-125,_129_1,_3118_1,Q31,TRUE,NA,NA,NA,Not studied,TRUE
anon-126,_118_1,_2880_1,Q11,FALSE,NA,NA,NA,Not studied,TRUE
anon-126,_119_1,_2904_1,Q11,TRUE,NA,NA,NA,Not studied,TRUE
anon-126,_120_1,_2926_1,Q15,FALSE,NA,NA,NA,Not studied,TRUE
anon-126,_121_1,_2960_1,Q15,TRUE,NA,NA,NA,Not studied,TRUE
anon-126,_120_1,_2929_1,Q16,FALSE,NA,NA,NA,Not studied,TRUE
anon-126,_121_1,_2963_1,Q16,TRUE,NA,NA,NA,Not studied,TRUE
anon-126,_123_1,_2999_1,Q18,TRUE,NA,NA,NA,Not studied,TRUE
anon-126,_122_1,_2991_1,Q18,FALSE,NA,NA,NA,Not studied,TRUE
anon-126,_112_1,_2744_1,Q2,FALSE,6,0.8333333333333334,0.30937499999999996,Studied,TRUE
anon-126,_113_1,_2771_1,Q2,TRUE,NA,NA,NA,Not studied,TRUE
anon-126,_124_1,_3019_1,Q22,FALSE,NA,NA,NA,Not studied,TRUE
anon-126,_125_1,_3034_1,Q22,TRUE,NA,NA,NA,Not studied,TRUE
anon-126,_124_1,_3007_1,Q23,FALSE,5,1,0.35664062499999993,Studied,TRUE
anon-126,_125_1,_3022_1,Q23,TRUE,NA,NA,NA,Not studied,TRUE
anon-126,_126_1,_3044_1,Q26,FALSE,3,0.6666666666666666,0.28789062499999996,Studied,TRUE
anon-126,_127_1,_3074_1,Q26,TRUE,NA,NA,NA,Not studied,TRUE
anon-126,_128_1,_3104_1,Q30,FALSE,NA,NA,NA,Not studied,TRUE
anon-126,_129_1,_3126_1,Q30,TRUE,NA,NA,NA,Not studied,TRUE
anon-126,_128_1,_3097_1,Q31,FALSE,NA,NA,NA,Not studied,FALSE
anon-126,_129_1,_3118_1,Q31,TRUE,2,1,0.3,Studied,FALSE
anon-127,_118_1,_2880_1,Q11,FALSE,4,1,0.20078125,Studied,TRUE
anon-127,_119_1,_2904_1,Q11,TRUE,NA,NA,NA,Not studied,TRUE
anon-127,_120_1,_2926_1,Q15,FALSE,10,0.7,0.43515625000000013,Studied,TRUE
anon-127,_121_1,_2960_1,Q15,TRUE,NA,NA,NA,Not studied,TRUE
anon-127,_120_1,_2929_1,Q16,FALSE,5,0.8,0.250390625,Studied,TRUE
anon-127,_121_1,_2963_1,Q16,TRUE,NA,NA,NA,Not studied,TRUE
anon-127,_123_1,_2999_1,Q18,TRUE,NA,NA,NA,Not studied,TRUE
anon-127,_122_1,_2991_1,Q18,FALSE,9,0.4444444444444444,0.522265625,Studied,TRUE
anon-127,_112_1,_2744_1,Q2,FALSE,8,0.5,0.18046875000000012,Studied,TRUE
anon-127,_113_1,_2771_1,Q2,TRUE,NA,NA,NA,Not studied,TRUE
anon-127,_124_1,_3019_1,Q22,FALSE,9,0.3333333333333333,0.5808593749999998,Studied,FALSE
anon-127,_125_1,_3034_1,Q22,TRUE,NA,NA,NA,Not studied,FALSE
anon-127,_124_1,_3007_1,Q23,FALSE,4,0.75,0.29999999999999993,Studied,TRUE
anon-127,_125_1,_3022_1,Q23,TRUE,NA,NA,NA,Not studied,TRUE
anon-127,_126_1,_3044_1,Q26,FALSE,2,0.5,0.3,Studied,FALSE
anon-127,_127_1,_3074_1,Q26,TRUE,NA,NA,NA,Not studied,FALSE
anon-127,_128_1,_3104_1,Q30,FALSE,5,0.8,0.29960937499999996,Studied,TRUE
anon-127,_129_1,_3126_1,Q30,TRUE,NA,NA,NA,Not studied,TRUE
anon-127,_128_1,_3097_1,Q31,FALSE,3,0.6666666666666666,0.250390625,Studied,TRUE
anon-127,_129_1,_3118_1,Q31,TRUE,NA,NA,NA,Not studied,TRUE
anon-128,_118_1,_2880_1,Q11,FALSE,5,1,0.29960937499999996,Studied,TRUE
anon-128,_119_1,_2904_1,Q11,TRUE,NA,NA,NA,Not studied,TRUE
anon-128,_120_1,_2926_1,Q15,FALSE,9,0.7777777777777778,0.324609375,Studied,TRUE
anon-128,_121_1,_2960_1,Q15,TRUE,NA,NA,NA,Not studied,TRUE
anon-128,_120_1,_2929_1,Q16,FALSE,5,1,0.20117187499999997,Studied,TRUE
anon-128,_121_1,_2963_1,Q16,TRUE,NA,NA,NA,Not studied,TRUE
anon-128,_123_1,_2999_1,Q18,TRUE,NA,NA,NA,Not studied,FALSE
anon-128,_122_1,_2991_1,Q18,FALSE,3,0.6666666666666666,0.250390625,Studied,FALSE
anon-128,_112_1,_2744_1,Q2,FALSE,NA,NA,NA,Not studied,TRUE
anon-128,_113_1,_2771_1,Q2,TRUE,3,1,0.250390625,Studied,TRUE
anon-128,_124_1,_3019_1,Q22,FALSE,6,0.6666666666666666,0.3984375,Studied,TRUE
anon-128,_125_1,_3034_1,Q22,TRUE,NA,NA,NA,Not studied,TRUE
anon-128,_124_1,_3007_1,Q23,FALSE,4,1,0.20078125,Studied,TRUE
anon-128,_125_1,_3022_1,Q23,TRUE,NA,NA,NA,Not studied,TRUE
anon-128,_126_1,_3044_1,Q26,FALSE,9,1,0.36835937499999993,Studied,TRUE
anon-128,_127_1,_3074_1,Q26,TRUE,NA,NA,NA,Not studied,TRUE
anon-128,_128_1,_3104_1,Q30,FALSE,4,1,0.20078125,Studied,TRUE
anon-128,_129_1,_3126_1,Q30,TRUE,NA,NA,NA,Not studied,TRUE
anon-128,_128_1,_3097_1,Q31,FALSE,2,1,0.3,Studied,TRUE
anon-128,_129_1,_3118_1,Q31,TRUE,NA,NA,NA,Not studied,TRUE
anon-129,_118_1,_2880_1,Q11,FALSE,8,1,0.04531249999999997,Studied,TRUE
anon-129,_119_1,_2904_1,Q11,TRUE,NA,NA,NA,Not studied,TRUE
anon-129,_120_1,_2926_1,Q15,FALSE,17,0.8823529411764706,0.15820312500000003,Studied,TRUE
anon-129,_121_1,_2960_1,Q15,TRUE,3,1,0.27460937500000004,Studied,TRUE
anon-129,_120_1,_2929_1,Q16,FALSE,14,1,0.1546875,Studied,TRUE
anon-129,_121_1,_2963_1,Q16,TRUE,5,1,0.4488281249999999,Studied,TRUE
