Username,Chapter.ID,factId,exam.Q,multiple_choice,reps.study,PC.study,final.alpha,studied,correct.exam
anon-001,_63_1,_1685_1,Q22,FALSE,20,0.6,0.24921875000000007,Studied,TRUE
anon-001,_74_1,_1916_1,Q22,FALSE,NA,NA,NA,Not studied,TRUE
anon-001,_64_1,_1706_1,Q22,TRUE,NA,NA,NA,Not studied,TRUE
anon-001,_75_1,_1937_1,Q22,TRUE,NA,NA,NA,Not studied,TRUE
anon-001,_65_1,_1743_1,Q25,FALSE,6,1,0.10156249999999997,Studied,TRUE
anon-001,_76_1,_1974_1,Q25,FALSE,NA,NA,NA,Not studied,TRUE
anon-001,_77_1,_2003_1,Q25,TRUE,NA,NA,NA,Not studied,TRUE
anon-001,_66_1,_1772_1,Q25,TRUE,NA,NA,NA,Not studied,TRUE
anon-001,_48_1,_1346_1,Q3,FALSE,13,0.8461538461538461,0.20742187500000012,Studied,TRUE
anon-001,_46_1,_1306_1,Q3,FALSE,NA,NA,NA,Not studied,TRUE
anon-001,_37_1,_1101_1,Q3,TRUE,NA,NA,NA,Not studied,TRUE
anon-001,_43_1,_1231_1,Q3,TRUE,NA,NA,NA,Not studied,TRUE
anon-001,_44_1,_1250_1,Q5,FALSE,12,0.6666666666666666,0.15703125000000007,Studied,TRUE
anon-001,_38_1,_1120_1,Q5,FALSE,NA,NA,NA,Not studied,TRUE
anon-001,_40_1,_1170_1,Q5,FALSE,NA,NA,NA,Not studied,TRUE
anon-001,_39_1,_1145_1,Q5,TRUE,NA,NA,NA,Not studied,TRUE
anon-001,_45_1,_1275_1,Q5,TRUE,NA,NA,NA,Not studied,TRUE
anon-001,_49_1,_1365_1,Q8,FALSE,10,0.8,0.17499999999999996,Studied,FALSE
anon-001,_51_1,_1413_1,Q8,FALSE,NA,NA,NA,Not studied,FALSE
anon-001,_50_1,_1389_1,Q8,TRUE,NA,NA,NA,Not studied,FALSE
anon-001,_52_1,_1437_1,Q8,TRUE,NA,NA,NA,Not studied,FALSE
anon-002,_41_1,_1181_1,Q1,TRUE,NA,NA,NA,Not studied,TRUE
anon-002,_42_1,_1196_1,Q1,FALSE,NA,NA,NA,Not studied,TRUE
anon-002,_47_1,_1311_1,Q1,FALSE,NA,NA,NA,Not studied,TRUE
anon-002,_34_1,_1036_1,Q1,FALSE,6,1,0.10156249999999997,Studied,TRUE
anon-002,_35_1,_1051_1,Q1,TRUE,NA,NA,NA,Not studied,TRUE
anon-002,_55_1,_1529_1,Q11,FALSE,NA,NA,NA,Not studied,TRUE
anon-002,_53_1,_1469_1,Q11,FALSE,8,1,0.1656250000000001,Studied,TRUE
anon-002,_56_1,_1559_1,Q11,TRUE,NA,NA,NA,Not studied,TRUE
anon-002,_54_1,_1499_1,Q11,TRUE,NA,NA,NA,Not studied,TRUE
anon-002,_57_1,_1570_1,Q13,FALSE,NA,NA,NA,Not studied,TRUE
anon-002,_67_1,_1786_1,Q13,FALSE,17,0.9411764705882353,0.24335937500000013,Studied,TRUE
anon-002,_58_1,_1583_1,Q13,TRUE,NA,NA,NA,Not studied,TRUE
anon-002,_68_1,_1799_1,Q13,TRUE,NA,NA,NA,Not studied,TRUE
anon-002,_59_1,_1597_1,Q16,FALSE,NA,NA,NA,Not studied,TRUE
anon-002,_70_1,_1828_1,Q16,FALSE,8,1,0.1742187499999999,Studied,TRUE
anon-002,_60_1,_1612_1,Q16,TRUE,NA,NA,NA,Not studied,TRUE
anon-002,_71_1,_1843_1,Q16,TRUE,NA,NA,NA,Not studied,TRUE
anon-002,_61_1,_1638_1,Q19,FALSE,NA,NA,NA,Not studied,TRUE
anon-002,_72_1,_1869_1,Q19,FALSE,10,0.9,0.13906249999999998,Studied,TRUE
anon-002,_62_1,_1668_1,Q19,TRUE,NA,NA,NA,Not studied,TRUE
anon-002,_73_1,_1899_1,Q19,TRUE,NA,NA,NA,Not studied,TRUE
anon-002,_63_1,_1685_1,Q22,FALSE,NA,NA,NA,Not studied,TRUE
anon-002,_74_1,_1916_1,Q22,FALSE,10,1,0.18750000000000003,Studied,TRUE
anon-002,_64_1,_1706_1,Q22,TRUE,NA,NA,NA,Not studied,TRUE
anon-002,_75_1,_1937_1,Q22,TRUE,NA,NA,NA,Not studied,TRUE
anon-002,_65_1,_1743_1,Q25,FALSE,NA,NA,NA,Not studied,TRUE
anon-002,_76_1,_1974_1,Q25,FALSE,5,1,0.15117187499999998,Studied,TRUE
anon-002,_77_1,_2003_1,Q25,TRUE,4,1,0.20937500000000006,Studied,TRUE
anon-002,_66_1,_1772_1,Q25,TRUE,NA,NA,NA,Not studied,TRUE
anon-002,_48_1,_1346_1,Q3,FALSE,NA,NA,NA,Not studied,TRUE
anon-002,_46_1,_1306_1,Q3,FALSE,9,0.8888888888888888,0.1511718750000001,Studied,TRUE
anon-002,_37_1,_1101_1,Q3,TRUE,NA,NA,NA,Not studied,TRUE
anon-002,_43_1,_1231_1,Q3,TRUE,NA,NA,NA,Not studied,TRUE
anon-002,_44_1,_1250_1,Q5,FALSE,NA,NA,NA,Not studied,TRUE
anon-002,_38_1,_1120_1,Q5,FALSE,10,0.8,0.2203125000000001,Studied,TRUE
anon-002,_40_1,_1170_1,Q5,FALSE,NA,NA,NA,Not studied,TRUE
anon-002,_39_1,_1145_1,Q5,TRUE,NA,NA,NA,Not studied,TRUE
anon-002,_45_1,_1275_1,Q5,TRUE,NA,NA,NA,Not studied,TRUE
anon-002,_49_1,_1365_1,Q8,FALSE,NA,NA,NA,Not studied,TRUE
anon-002,_51_1,_1413_1,Q8,FALSE,14,0.9285714285714286,0.22578125000000002,Studied,TRUE
anon-002,_50_1,_1389_1,Q8,TRUE,NA,NA,NA,Not studied,TRUE
anon-002,_52_1,_1437_1,Q8,TRUE,NA,NA,NA,Not studied,TRUE
anon-003,_41_1,_1181_1,Q1,TRUE,NA,NA,NA,Not studied,TRUE
anon-003,_42_1,_1196_1,Q1,FALSE,NA,NA,NA,Not studied,TRUE
anon-003,_47_1,_1311_1,Q1,FALSE,NA,NA,NA,Not studied,TRUE
anon-003,_34_1,_1036_1,Q1,FALSE,13,1,-0.13632812500000005,Studied,TRUE
anon-003,_35_1,_1051_1,Q1,TRUE,1,1,0.3,Studied,TRUE
anon-003,_55_1,_1529_1,Q11,FALSE,NA,NA,NA,Not studied,TRUE
anon-003,_53_1,_1469_1,Q11,FALSE,7,1,0.17539062499999997,Studied,TRUE
anon-003,_56_1,_1559_1,Q11,TRUE,NA,NA,NA,Not studied,TRUE
anon-003,_54_1,_1499_1,Q11,TRUE,NA,NA,NA,Not studied,TRUE
anon-003,_57_1,_1570_1,Q13,FALSE,NA,NA,NA,Not studied,TRUE
anon-003,_67_1,_1786_1,Q13,FALSE,34,0.8823529411764706,0.5335937500000001,Studied,TRUE
anon-003,_58_1,_1583_1,Q13,TRUE,NA,NA,NA,Not studied,TRUE
anon-003,_68_1,_1799_1,Q13,TRUE,NA,NA,NA,Not studied,TRUE
anon-003,_59_1,_1597_1,Q16,FALSE,NA,NA,NA,Not studied,TRUE
anon-003,_70_1,_1828_1,Q16,FALSE,6,1,0.10156249999999997,Studied,TRUE
anon-003,_60_1,_1612_1,Q16,TRUE,NA,NA,NA,Not studied,TRUE
anon-003,_71_1,_1843_1,Q16,TRUE,NA,NA,NA,Not studied,TRUE
anon-003,_61_1,_1638_1,Q19,FALSE,NA,NA,NA,Not studied,TRUE
anon-003,_72_1,_1869_1,Q19,FALSE,10,1,0.21640625,Studied,TRUE
anon-003,_62_1,_1668_1,Q19,TRUE,NA,NA,NA,Not studied,TRUE
anon-003,_73_1,_1899_1,Q19,TRUE,NA,NA,NA,Not studied,TRUE
anon-003,_63_1,_1685_1,Q22,FALSE,NA,NA,NA,Not studied,TRUE
anon-003,_74_1,_1916_1,Q22,FALSE,11,0.9090909090909091,0.24726562500000004,Studied,TRUE
anon-003,_64_1,_1706_1,Q22,TRUE,NA,NA,NA,Not studied,TRUE
anon-003,_75_1,_1937_1,Q22,TRUE,NA,NA,NA,Not studied,TRUE
anon-003,_65_1,_1743_1,Q25,FALSE,NA,NA,NA,Not studied,TRUE
anon-003,_76_1,_1974_1,Q25,FALSE,6,1,0.1734375,Studied,TRUE
anon-003,_77_1,_2003_1,Q25,TRUE,NA,NA,NA,Not studied,TRUE
anon-003,_66_1,_1772_1,Q25,TRUE,NA,NA,NA,Not studied,TRUE
anon-003,_48_1,_1346_1,Q3,FALSE,NA,NA,NA,Not studied,FALSE
anon-003,_46_1,_1306_1,Q3,FALSE,20,0.95,0.13046875,Studied,FALSE
anon-003,_37_1,_1101_1,Q3,TRUE,NA,NA,NA,Not studied,FALSE
anon-003,_43_1,_1231_1,Q3,TRUE,NA,NA,NA,Not studied,FALSE
anon-003,_44_1,_1250_1,Q5,FALSE,NA,NA,NA,Not studied,TRUE
anon-003,_38_1,_1120_1,Q5,FALSE,7,1,0.10195312499999998,Studied,TRUE
anon-003,_40_1,_1170_1,Q5,FALSE,NA,NA,NA,Not studied,TRUE
anon-003,_39_1,_1145_1,Q5,TRUE,NA,NA,NA,Not studied,TRUE
anon-003,_45_1,_1275_1,Q5,TRUE,NA,NA,NA,Not studied,TRUE
anon-003,_49_1,_1365_1,Q8,FALSE,NA,NA,NA,Not studied,TRUE
anon-003,_51_1,_1413_1,Q8,FALSE,19,0.7894736842105263,0.2566406250000002,Studied,TRUE
anon-003,_50_1,_1389_1,Q8,TRUE,NA,NA,NA,Not studied,TRUE
anon-003,_52_1,_1437_1,Q8,TRUE,NA,NA,NA,Not studied,TRUE
anon-004,_41_1,_1181_1,Q1,TRUE,NA,NA,NA,Not studied,TRUE
anon-004,_42_1,_1196_1,Q1,FALSE,NA,NA,NA,Not studied,TRUE
anon-004,_47_1,_1311_1,Q1,FALSE,NA,NA,NA,Not studied,TRUE
anon-004,_34_1,_1036_1,Q1,FALSE,7,1,0.05195312499999997,Studied,TRUE
anon-004,_35_1,_1051_1,Q1,TRUE,NA,NA,NA,Not studied,TRUE
anon-004,_55_1,_1529_1,Q11,FALSE,NA,NA,NA,Not studied,TRUE
anon-004,_53_1,_1469_1,Q11,FALSE,8,0.5,0.184375,Studied,TRUE
anon-004,_56_1,_1559_1,Q11,TRUE,NA,NA,NA,Not studied,TRUE
anon-004,_54_1,_1499_1,Q11,TRUE,NA,NA,NA,Not studied,TRUE
anon-004,_57_1,_1570_1,Q13,FALSE,NA,NA,NA,Not studied,TRUE
anon-004,_67_1,_1786_1,Q13,FALSE,26,0.7692307692307693,0.275,Studied,TRUE
anon-004,_58_1,_1583_1,Q13,TRUE,NA,NA,NA,Not studied,TRUE
anon-004,_68_1,_1799_1,Q13,TRUE,NA,NA,NA,Not studied,TRUE
anon-004,_59_1,_1597_1,Q16,FALSE,NA,NA,NA,Not studied,TRUE
anon-004,_70_1,_1828_1,Q16,FALSE,13,0.7692307692307693,0.22851562500000014,Studied,TRUE
anon-004,_60_1,_1612_1,Q16,TRUE,NA,NA,NA,Not studied,TRUE
anon-004,_71_1,_1843_1,Q16,TRUE,NA,NA,NA,Not studied,TRUE
anon-004,_61_1,_1638_1,Q19,FALSE,NA,NA,NA,Not studied,TRUE
anon-004,_72_1,_1869_1,Q19,FALSE,12,1,0.2070312500000001,Studied,TRUE
anon-004,_62_1,_1668_1,Q19,TRUE,NA,NA,NA,Not studied,TRUE
anon-004,_73_1,_1899_1,Q19,TRUE,NA,NA,NA,Not studied,TRUE
anon-004,_63_1,_1685_1,Q22,FALSE,NA,NA,NA,Not studied,TRUE
anon-004,_74_1,_1916_1,Q22,FALSE,10,0.9,0.18125,Studied,TRUE
anon-004,_64_1,_1706_1,Q22,TRUE,NA,NA,NA,Not studied,TRUE
anon-004,_75_1,_1937_1,Q22,TRUE,NA,NA,NA,Not studied,TRUE
anon-004,_65_1,_1743_1,Q25,FALSE,NA,NA,NA,Not studied,TRUE
anon-004,_76_1,_1974_1,Q25,FALSE,6,0.8333333333333334,0.1546875,Studied,TRUE
anon-004,_77_1,_2003_1,Q25,TRUE,NA,NA,NA,Not studied,TRUE
anon-004,_66_1,_1772_1,Q25,TRUE,NA,NA,NA,Not studied,TRUE
anon-004,_48_1,_1346_1,Q3,FALSE,NA,NA,NA,Not studied,TRUE
anon-004,_46_1,_1306_1,Q3,FALSE,5,1,0.15351562499999996,Studied,TRUE
anon-004,_37_1,_1101_1,Q3,TRUE,16,1,0.6539062499999999,Studied,TRUE
anon-004,_43_1,_1231_1,Q3,TRUE,NA,NA,NA,Not studied,TRUE
anon-004,_44_1,_1250_1,Q5,FALSE,NA,NA,NA,Not studied,TRUE
anon-004,_38_1,_1120_1,Q5,FALSE,19,0.8947368421052632,0.19960937499999998,Studied,TRUE
anon-004,_40_1,_1170_1,Q5,FALSE,NA,NA,NA,Not studied,TRUE
anon-004,_39_1,_1145_1,Q5,TRUE,NA,NA,NA,Not studied,TRUE
anon-004,_45_1,_1275_1,Q5,TRUE,NA,NA,NA,Not studied,TRUE
anon-004,_49_1,_1365_1,Q8,FALSE,NA,NA,NA,Not studied,TRUE
anon-004,_51_1,_1413_1,Q8,FALSE,10,0.6,0.20078125,Studied,TRUE
anon-004,_50_1,_1389_1,Q8,TRUE,NA,NA,NA,Not studied,TRUE
anon-004,_52_1,_1437_1,Q8,TRUE,NA,NA,NA,Not studied,TRUE
anon-007,_41_1,_1181_1,Q1,TRUE,NA,NA,NA,Not studied,TRUE
anon-007,_42_1,_1196_1,Q1,FALSE,NA,NA,NA,Not studied,TRUE
anon-007,_47_1,_1311_1,Q1,FALSE,NA,NA,NA,Not studied,TRUE
anon-007,_34_1,_1036_1,Q1,FALSE,6,1,0.10156249999999997,Studied,TRUE
anon-007,_35_1,_1051_1,Q1,TRUE,5,1,0.171484375,Studied,TRUE
anon-007,_55_1,_1529_1,Q11,FALSE,NA,NA,NA,Not studied,FALSE
anon-007,_53_1,_1469_1,Q11,FALSE,4,0.75,0.20078125,Studied,FALSE
anon-007,_56_1,_1559_1,Q11,TRUE,NA,NA,NA,Not studied,FALSE
anon-007,_54_1,_1499_1,Q11,TRUE,NA,NA,NA,Not studied,FALSE
anon-007,_57_1,_1570_1,Q13,FALSE,NA,NA,NA,Not studied,TRUE
anon-007,_67_1,_1786_1,Q13,FALSE,12,0.8333333333333334,0.34921875,Studied,TRUE
anon-007,_58_1,_1583_1,Q13,TRUE,NA,NA,NA,Not studied,TRUE
anon-007,_68_1,_1799_1,Q13,TRUE,NA,NA,NA,Not studied,TRUE
anon-007,_59_1,_1597_1,Q16,FALSE,NA,NA,NA,Not studied,TRUE
anon-007,_70_1,_1828_1,Q16,FALSE,7,1,0.20195312500000004,Studied,TRUE
anon-007,_60_1,_1612_1,Q16,TRUE,NA,NA,NA,Not studied,TRUE
anon-007,_71_1,_1843_1,Q16,TRUE,NA,NA,NA,Not studied,TRUE
anon-007,_61_1,_1638_1,Q19,FALSE,NA,NA,NA,Not studied,TRUE
anon-007,_72_1,_1869_1,Q19,FALSE,6,1,0.1515625,Studied,TRUE
anon-007,_62_1,_1668_1,Q19,TRUE,NA,NA,NA,Not studied,TRUE
anon-007,_73_1,_1899_1,Q19,TRUE,NA,NA,NA,Not studied,TRUE
anon-007,_63_1,_1685_1,Q22,FALSE,NA,NA,NA,Not studied,TRUE
anon-007,_74_1,_1916_1,Q22,FALSE,7,1,0.201171875,Studied,TRUE
anon-007,_64_1,_1706_1,Q22,TRUE,NA,NA,NA,Not studied,TRUE
anon-007,_75_1,_1937_1,Q22,TRUE,NA,NA,NA,Not studied,TRUE
anon-007,_65_1,_1743_1,Q25,FALSE,NA,NA,NA,Not studied,TRUE
anon-007,_76_1,_1974_1,Q25,FALSE,5,1,0.21835937500000005,Studied,TRUE
anon-007,_77_1,_2003_1,Q25,TRUE,NA,NA,NA,Not studied,TRUE
anon-007,_66_1,_1772_1,Q25,TRUE,NA,NA,NA,Not studied,TRUE
anon-007,_48_1,_1346_1,Q3,FALSE,NA,NA,NA,Not studied,TRUE
anon-007,_46_1,_1306_1,Q3,FALSE,12,0.9166666666666666,0.21015625,Studied,TRUE
anon-007,_37_1,_1101_1,Q3,TRUE,NA,NA,NA,Not studied,TRUE
anon-007,_43_1,_1231_1,Q3,TRUE,NA,NA,NA,Not studied,TRUE
anon-007,_44_1,_1250_1,Q5,FALSE,NA,NA,NA,Not studied,TRUE
anon-007,_38_1,_1120_1,Q5,FALSE,16,0.75,0.2671874999999999,Studied,TRUE
anon-007,_40_1,_1170_1,Q5,FALSE,NA,NA,NA,Not studied,TRUE
anon-007,_39_1,_1145_1,Q5,TRUE,NA,NA,NA,Not studied,TRUE
anon-007,_45_1,_1275_1,Q5,TRUE,NA,NA,NA,Not studied,TRUE
anon-007,_49_1,_1365_1,Q8,FALSE,NA,NA,NA,Not studied,FALSE
anon-007,_51_1,_1413_1,Q8,FALSE,5,0.8,0.15117187499999998,Studied,FALSE
anon-007,_50_1,_1389_1,Q8,TRUE,NA,NA,NA,Not studied,FALSE
anon-007,_52_1,_1437_1,Q8,TRUE,NA,NA,NA,Not studied,FALSE
anon-008,_41_1,_1181_1,Q1,TRUE,NA,NA,NA,Not studied,TRUE
anon-008,_42_1,_1196_1,Q1,FALSE,NA,NA,NA,Not studied,TRUE
anon-008,_47_1,_1311_1,Q1,FALSE,NA,NA,NA,Not studied,TRUE
anon-008,_34_1,_1036_1,Q1,FALSE,6,1,0.10156249999999997,Studied,TRUE
anon-008,_35_1,_1051_1,Q1,TRUE,NA,NA,NA,Not studied,TRUE
anon-008,_55_1,_1529_1,Q11,FALSE,NA,NA,NA,Not studied,TRUE
anon-008,_53_1,_1469_1,Q11,FALSE,4,1,0.20078125,Studied,TRUE
anon-008,_56_1,_1559_1,Q11,TRUE,NA,NA,NA,Not studied,TRUE
anon-008,_54_1,_1499_1,Q11,TRUE,NA,NA,NA,Not studied,TRUE
anon-008,_57_1,_1570_1,Q13,FALSE,NA,NA,NA,Not studied,TRUE
anon-008,_67_1,_1786_1,Q13,FALSE,11,0.8181818181818182,0.20195312499999996,Studied,TRUE
anon-008,_58_1,_1583_1,Q13,TRUE,NA,NA,NA,Not studied,TRUE
anon-008,_68_1,_1799_1,Q13,TRUE,NA,NA,NA,Not studied,TRUE
anon-008,_59_1,_1597_1,Q16,FALSE,NA,NA,NA,Not studied,TRUE
anon-008,_70_1,_1828_1,Q16,FALSE,6,1,0.13828125,Studied,TRUE
anon-008,_60_1,_1612_1,Q16,TRUE,NA,NA,NA,Not studied,TRUE
anon-008,_71_1,_1843_1,Q16,TRUE,NA,NA,NA,Not studied,TRUE
anon-008,_61_1,_1638_1,Q19,FALSE,NA,NA,NA,Not studied,TRUE
anon-008,_72_1,_1869_1,Q19,FALSE,6,1,0.16953124999999997,Studied,TRUE
anon-008,_62_1,_1668_1,Q19,TRUE,NA,NA,NA,Not studied,TRUE
anon-008,_73_1,_1899_1,Q19,TRUE,NA,NA,NA,Not studied,TRUE
anon-008,_63_1,_1685_1,Q22,FALSE,NA,NA,NA,Not studied,TRUE
anon-008,_74_1,_1916_1,Q22,FALSE,7,0.5714285714285714,0.20117187499999994,Studied,TRUE
anon-008,_64_1,_1706_1,Q22,TRUE,NA,NA,NA,Not studied,TRUE
anon-008,_75_1,_1937_1,Q22,TRUE,NA,NA,NA,Not studied,TRUE
anon-008,_65_1,_1743_1,Q25,FALSE,NA,NA,NA,Not studied,TRUE
anon-008,_76_1,_1974_1,Q25,FALSE,5,1,0.15117187499999998,Studied,TRUE
anon-008,_77_1,_2003_1,Q25,TRUE,NA,NA,NA,Not studied,TRUE
anon-008,_66_1,_1772_1,Q25,TRUE,NA,NA,NA,Not studied,TRUE
anon-008,_48_1,_1346_1,Q3,FALSE,NA,NA,NA,Not studied,TRUE
anon-008,_46_1,_1306_1,Q3,FALSE,7,1,0.16601562499999997,Studied,TRUE
anon-008,_37_1,_1101_1,Q3,TRUE,NA,NA,NA,Not studied,TRUE
anon-008,_43_1,_1231_1,Q3,TRUE,NA,NA,NA,Not studied,TRUE
anon-008,_44_1,_1250_1,Q5,FALSE,NA,NA,NA,Not studied,TRUE
anon-008,_38_1,_1120_1,Q5,FALSE,9,0.7777777777777778,0.140234375,Studied,TRUE
anon-008,_40_1,_1170_1,Q5,FALSE,NA,NA,NA,Not studied,TRUE
anon-008,_39_1,_1145_1,Q5,TRUE,NA,NA,NA,Not studied,TRUE
anon-008,_45_1,_1275_1,Q5,TRUE,NA,NA,NA,Not studied,TRUE
anon-008,_49_1,_1365_1,Q8,FALSE,NA,NA,NA,Not studied,TRUE
anon-008,_51_1,_1413_1,Q8,FALSE,7,1,0.19335937499999992,Studied,TRUE
anon-008,_50_1,_1389_1,Q8,TRUE,NA,NA,NA,Not studied,TRUE
anon-008,_52_1,_1437_1,Q8,TRUE,NA,NA,NA,Not studied,TRUE
anon-009,_41_1,_1181_1,Q1,TRUE,4,1,0.20703124999999997,Studied,TRUE
anon-009,_42_1,_1196_1,Q1,FALSE,NA,NA,NA,Not studied,TRUE
anon-009,_47_1,_1311_1,Q1,FALSE,5,1,0.349609375,Studied,TRUE
anon-009,_34_1,_1036_1,Q1,FALSE,NA,NA,NA,Not studied,TRUE
anon-009,_35_1,_1051_1,Q1,TRUE,NA,NA,NA,Not studied,TRUE
anon-009,_55_1,_1529_1,Q11,FALSE,6,0.8333333333333334,0.15781249999999997,Studied,TRUE
anon-009,_53_1,_1469_1,Q11,FALSE,NA,NA,NA,Not studied,TRUE
anon-009,_56_1,_1559_1,Q11,TRUE,NA,NA,NA,Not studied,TRUE
anon-009,_54_1,_1499_1,Q11,TRUE,NA,NA,NA,Not studied,TRUE
anon-009,_57_1,_1570_1,Q13,FALSE,30,0.9333333333333333,0.54140625,Studied,TRUE
anon-009,_67_1,_1786_1,Q13,FALSE,NA,NA,NA,Not studied,TRUE
anon-009,_58_1,_1583_1,Q13,TRUE,NA,NA,NA,Not studied,TRUE
anon-009,_68_1,_1799_1,Q13,TRUE,NA,NA,NA,Not studied,TRUE
anon-009,_59_1,_1597_1,Q16,FALSE,6,0.6666666666666666,0.17578125,Studied,TRUE
anon-009,_70_1,_1828_1,Q16,FALSE,NA,NA,NA,Not studied,TRUE
anon-009,_60_1,_1612_1,Q16,TRUE,NA,NA,NA,Not studied,TRUE
anon-009,_71_1,_1843_1,Q16,TRUE,NA,NA,NA,Not studied,TRUE
anon-009,_61_1,_1638_1,Q19,FALSE,6,0.8333333333333334,0.1515625,Studied,TRUE
anon-009,_72_1,_1869_1,Q19,FALSE,NA,NA,NA,Not studied,TRUE
anon-009,_62_1,_1668_1,Q19,TRUE,NA,NA,NA,Not studied,TRUE
anon-009,_73_1,_1899_1,Q19,TRUE,NA,NA,NA,Not studied,TRUE
anon-009,_63_1,_1685_1,Q22,FALSE,7,0.7142857142857143,0.25117187500000004,Studied,TRUE
anon-009,_74_1,_1916_1,Q22,FALSE,NA,NA,NA,Not studied,TRUE
anon-009,_64_1,_1706_1,Q22,TRUE,NA,NA,NA,Not studied,TRUE
anon-009,_75_1,_1937_1,Q22,TRUE,NA,NA,NA,Not studied,TRUE
anon-009,_65_1,_1743_1,Q25,FALSE,12,0.9166666666666666,0.17968750000000014,Studied,TRUE
anon-009,_76_1,_1974_1,Q25,FALSE,NA,NA,NA,Not studied,TRUE
anon-009,_77_1,_2003_1,Q25,TRUE,NA,NA,NA,Not studied,TRUE
anon-009,_66_1,_1772_1,Q25,TRUE,NA,NA,NA,Not studied,TRUE
anon-009,_48_1,_1346_1,Q3,FALSE,5,0.8,0.15117187499999998,Studied,FALSE
anon-009,_46_1,_1306_1,Q3,FALSE,NA,NA,NA,Not studied,FALSE
anon-009,_37_1,_1101_1,Q3,TRUE,NA,NA,NA,Not studied,FALSE
anon-009,_43_1,_1231_1,Q3,TRUE,NA,NA,NA,Not studied,FALSE
anon-009,_44_1,_1250_1,Q5,FALSE,22,0.8181818181818182,0.2375000000000004,Studied,TRUE
anon-009,_38_1,_1120_1,Q5,FALSE,NA,NA,NA,Not studied,TRUE
anon-009,_40_1,_1170_1,Q5,FALSE,NA,NA,NA,Not studied,TRUE
anon-009,_39_1,_1145_1,Q5,TRUE,NA,NA,NA,Not studied,TRUE
anon-009,_45_1,_1275_1,Q5,TRUE,NA,NA,NA,Not studied,TRUE
anon-009,_49_1,_1365_1,Q8,FALSE,26,0.9615384615384616,0.33906250000000016,Studied,TRUE
anon-009,_51_1,_1413_1,Q8,FALSE,NA,NA,NA,Not studied,TRUE
anon-009,_50_1,_1389_1,Q8,TRUE,NA,NA,NA,Not studied,TRUE
anon-009,_52_1,_1437_1,Q8,TRUE,NA,NA,NA,Not studied,TRUE
anon-010,_41_1,_1181_1,Q1,TRUE,40,1,0.3468750000000004,Studied,TRUE
anon-010,_42_1,_1196_1,Q1,FALSE,3,1,0.250390625,Studied,TRUE
anon-010,_47_1,_1311_1,Q1,FALSE,11,0.8181818181818182,-0.046484375000000036,Studied,TRUE
anon-010,_34_1,_1036_1,Q1,FALSE,NA,NA,NA,Not studied,TRUE
anon-010,_35_1,_1051_1,Q1,TRUE,NA,NA,NA,Not studied,TRUE
anon-010,_55_1,_1529_1,Q11,FALSE,16,0.9375,0.22265625,Studied,TRUE
anon-010,_53_1,_1469_1,Q11,FALSE,NA,NA,NA,Not studied,TRUE
anon-010,_56_1,_1559_1,Q11,TRUE,NA,NA,NA,Not studied,TRUE
anon-010,_54_1,_1499_1,Q11,TRUE,NA,NA,NA,Not studied,TRUE
anon-010,_57_1,_1570_1,Q13,FALSE,21,0.9523809523809523,0.08710937500000016,Studied,TRUE
anon-010,_67_1,_1786_1,Q13,FALSE,NA,NA,NA,Not studied,TRUE
anon-010,_58_1,_1583_1,Q13,TRUE,NA,NA,NA,Not studied,TRUE
